landscape_id,wild_biodiversity,ecological_connectivity,ecosystem_services,climate_resilience,community_nature_reciprocity,abiotic_integrity,anthropogenic_pressure,fne_score,score_label,wild_biodiversity_confidence,ecological_connectivity_confidence,ecosystem_services_confidence,climate_resilience_confidence,community_nature_reciprocity_confidence,abiotic_integrity_confidence,anthropogenic_pressure_confidence,confidence,data_coverage_pct
ls_03440,3.97,2.16,4.1,5.17,4.68,8.08,5.44,4.8,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03441,4.26,2.39,4.28,6.58,4.76,8.35,5.42,5.15,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03442,4.0,1.96,4.36,6.53,4.72,8.01,5.23,4.97,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03443,3.93,2.56,3.81,4.55,4.77,7.94,6.02,4.8,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03444,2.93,3.22,3.98,5.88,4.84,8.15,6.38,5.05,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03445,3.76,2.66,3.85,5.48,4.63,7.99,5.99,4.91,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03446,3.88,2.88,4.07,6.19,4.67,8.11,5.99,5.11,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03447,3.9,2.71,3.98,6.92,4.64,8.28,5.94,5.2,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03448,2.82,1.75,3.93,5.93,4.79,7.95,5.17,4.62,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03449,2.83,1.69,4.03,5.95,4.8,7.92,5.21,4.63,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03450,2.83,2.15,3.82,4.98,4.88,7.75,5.71,4.59,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03451,2.84,2.69,3.92,5.19,4.91,7.88,6.22,4.81,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03452,2.85,2.89,4.03,5.2,4.62,7.86,5.91,4.77,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03453,3.82,2.12,3.85,5.87,4.93,8.02,5.71,4.9,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03454,2.79,1.69,3.88,5.73,4.52,7.91,4.86,4.48,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03455,4.71,1.77,3.87,6.18,4.87,8.03,5.44,4.98,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03456,2.77,1.66,3.91,5.39,4.75,7.76,5.13,4.48,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03457,4.66,2.04,3.92,6.27,4.82,8.15,6.06,5.13,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03458,4.33,1.82,2.41,5.28,4.54,3.62,4.74,3.82,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03459,4.13,2.66,2.29,4.73,4.71,3.45,5.36,3.9,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03460,4.15,1.9,3.98,5.71,4.97,8.08,5.53,4.9,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03461,4.0,2.02,3.92,6.02,4.84,8.14,5.5,4.92,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03462,4.54,2.14,3.83,6.48,4.59,8.23,5.18,5.0,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03463,4.53,1.95,3.91,6.5,4.98,8.26,5.53,5.09,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03464,3.88,1.88,2.39,3.78,5.01,3.63,5.44,3.72,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03465,4.11,2.41,2.22,4.7,4.91,3.63,5.46,3.92,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03466,4.65,2.16,2.28,4.71,4.66,3.61,5.42,3.93,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03467,2.95,1.69,3.84,5.94,5.04,8.12,5.55,4.73,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03468,2.95,2.57,3.71,6.16,4.94,8.03,6.37,4.96,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03469,3.09,4.12,4.03,6.44,4.93,8.47,6.96,5.43,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03470,4.01,2.92,3.76,6.19,4.55,8.16,5.67,5.04,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03471,2.79,2.09,3.76,4.19,5.01,7.73,5.79,4.48,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03472,2.93,2.25,3.67,4.98,4.92,7.89,5.82,4.64,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03473,2.88,2.07,3.72,5.33,4.96,8.01,5.78,4.68,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03474,2.74,2.06,3.81,5.3,4.89,7.79,6.06,4.66,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03475,2.97,2.64,3.64,4.85,5.0,7.99,6.2,4.76,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03476,4.02,2.6,3.68,5.92,4.96,8.16,6.31,5.09,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03477,2.88,2.31,2.0,3.56,4.89,3.63,6.22,3.64,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03478,2.84,2.53,1.96,2.78,4.72,3.47,6.36,3.52,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03479,4.08,2.4,1.95,4.05,4.86,3.72,6.13,3.88,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03480,3.92,2.91,2.05,3.45,4.92,3.44,6.45,3.88,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03481,3.91,2.69,2.05,2.93,4.98,3.44,6.42,3.77,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03482,4.24,2.63,2.07,3.69,5.05,3.46,6.31,3.92,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03483,3.77,3.62,2.17,4.27,4.87,3.44,6.3,4.06,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03484,3.73,3.07,2.14,4.1,4.97,3.43,6.33,3.97,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03485,3.94,2.67,2.08,4.39,5.03,3.48,5.92,3.93,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03486,2.92,3.03,2.34,4.3,4.86,3.55,6.15,3.88,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03487,3.88,2.4,2.24,4.21,4.99,3.43,5.84,3.86,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03488,4.47,1.82,3.66,6.09,4.24,8.0,4.82,4.73,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03489,4.01,2.03,3.7,5.95,4.99,8.1,5.56,4.91,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03490,3.99,1.67,3.64,5.23,5.03,7.86,5.45,4.7,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03491,4.34,1.91,3.68,4.98,4.83,7.81,5.79,4.76,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03492,3.82,1.89,1.94,3.17,4.45,3.43,5.81,3.5,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03493,4.75,1.94,2.01,3.72,4.42,3.39,4.76,3.57,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03494,3.91,1.98,2.13,4.17,4.97,3.44,5.45,3.72,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03495,4.02,2.05,2.15,3.52,4.99,3.55,5.62,3.7,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03496,3.87,1.91,2.2,2.89,5.03,3.36,5.46,3.53,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03497,4.28,2.27,3.51,4.8,4.96,7.81,6.18,4.83,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03498,4.3,2.24,3.57,4.37,4.99,7.75,6.11,4.76,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03499,3.87,2.03,3.69,3.94,5.0,7.74,5.61,4.55,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03500,4.68,2.26,1.89,3.32,4.84,3.35,5.56,3.7,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03501,4.2,1.93,1.96,3.67,4.81,3.39,5.8,3.68,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03502,4.73,1.97,2.04,3.45,4.73,3.4,5.78,3.73,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03503,3.94,2.14,2.09,3.5,5.07,3.55,5.61,3.7,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03504,4.1,2.03,2.12,3.36,4.97,3.54,5.66,3.68,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03505,4.86,2.1,1.64,4.72,4.95,2.17,6.05,3.78,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03506,4.14,2.57,1.74,5.06,4.76,2.37,5.83,3.78,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03507,4.84,1.19,1.99,4.06,3.54,3.43,2.71,3.11,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03508,4.35,1.67,1.96,2.53,4.91,3.34,5.2,3.42,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03509,4.46,2.55,1.94,3.09,4.38,3.37,5.14,3.56,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03510,4.75,2.64,1.96,2.89,5.07,3.41,6.29,3.86,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03511,4.37,2.39,1.92,2.77,4.93,3.38,5.75,3.64,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03512,4.12,1.72,2.01,2.83,4.76,3.44,5.05,3.42,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03513,2.81,1.79,2.03,2.7,5.07,3.43,5.48,3.33,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03514,4.78,2.29,1.98,2.82,4.95,3.42,5.76,3.71,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03515,3.87,1.86,2.02,2.57,5.05,3.35,5.43,3.45,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03516,4.54,2.66,2.08,3.83,5.01,3.54,6.08,3.96,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03517,4.2,0.93,2.04,4.04,4.46,3.71,3.84,3.32,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03518,4.21,2.39,2.17,3.84,5.05,3.57,5.69,3.85,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03519,4.56,2.64,1.8,3.41,4.39,3.4,5.27,3.64,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03520,4.15,2.56,1.81,2.8,4.85,3.48,5.96,3.66,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03521,3.97,2.4,1.91,2.65,4.68,3.54,5.7,3.55,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03522,3.85,1.85,1.95,2.93,4.92,3.52,5.36,3.48,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03523,3.86,2.31,1.93,2.21,5.01,3.38,5.89,3.51,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03524,4.11,0.69,1.99,3.09,5.06,3.64,4.45,3.29,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03525,4.5,2.07,2.1,3.58,5.01,3.59,5.7,3.79,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03526,2.94,2.62,1.8,3.18,5.06,3.53,6.26,3.63,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03527,3.99,2.3,1.83,3.24,4.67,3.62,5.48,3.59,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03528,2.94,2.49,1.88,2.05,4.75,3.33,5.95,3.34,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03529,4.11,2.52,1.95,3.22,4.7,3.53,5.74,3.68,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03530,3.74,2.46,2.02,2.46,4.88,3.52,6.0,3.58,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03531,3.85,1.82,1.97,2.2,5.07,3.4,5.36,3.38,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03532,3.86,2.57,2.09,2.18,4.85,3.44,5.86,3.55,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03533,3.87,2.4,2.0,2.4,5.08,3.6,6.11,3.64,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03534,4.03,1.81,2.13,3.67,5.01,3.71,5.13,3.64,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03535,2.88,2.59,2.06,2.88,4.84,3.66,6.12,3.58,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03536,3.8,1.7,2.14,3.53,4.86,3.54,5.02,3.51,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03537,3.06,2.51,1.78,2.17,4.6,3.33,5.8,3.32,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03538,3.08,2.58,1.77,2.06,5.04,3.31,6.27,3.44,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03539,2.94,2.59,1.93,2.5,4.78,3.47,5.98,3.46,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03540,2.95,2.46,1.89,2.33,4.84,3.43,5.99,3.41,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03541,3.86,2.56,2.09,2.09,5.01,3.43,6.05,3.58,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03542,3.76,2.48,2.05,2.18,4.75,3.45,5.78,3.49,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03543,3.74,2.32,1.93,2.19,4.97,3.37,6.09,3.52,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03544,2.86,2.59,2.04,2.78,4.78,3.66,6.09,3.54,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03545,3.92,2.59,2.02,2.5,4.82,3.7,6.09,3.66,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03546,2.85,1.58,2.16,3.53,4.67,3.59,4.91,3.33,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03547,4.45,3.19,2.13,4.59,4.12,3.7,5.63,3.97,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03548,3.91,2.47,1.67,1.76,5.0,3.43,6.33,3.51,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03549,4.47,2.29,1.75,2.01,4.58,3.44,5.51,3.44,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03550,4.43,2.48,1.85,2.1,4.86,3.46,5.92,3.59,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03551,3.99,2.37,1.89,1.61,4.96,3.32,5.9,3.43,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03552,4.31,2.42,1.65,1.86,4.73,3.32,5.81,3.44,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03553,4.07,2.48,1.51,2.47,5.03,3.34,6.5,3.63,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03554,3.89,2.46,1.77,1.65,4.98,3.34,6.11,3.46,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03555,3.98,2.48,1.61,1.47,5.02,3.31,6.25,3.45,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03556,3.88,2.67,1.72,1.4,5.06,3.26,6.34,3.48,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03557,3.94,2.59,1.69,1.45,5.03,3.3,6.29,3.47,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03558,2.84,2.46,1.5,2.57,4.94,3.32,6.6,3.46,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03559,2.86,2.55,1.6,1.61,4.88,3.27,6.39,3.31,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03560,2.84,3.15,3.33,4.05,2.9,7.83,7.95,4.58,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03561,2.8,4.12,3.22,4.91,4.65,7.89,7.82,5.06,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03562,2.88,3.72,3.26,5.18,4.69,7.82,7.6,5.02,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03563,2.91,3.45,3.25,5.06,4.77,7.83,7.34,4.94,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03564,4.35,2.19,3.53,5.29,4.75,8.0,6.18,4.9,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03565,3.45,2.41,3.58,6.0,4.44,7.82,6.13,4.83,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03566,3.0,4.14,3.21,4.41,2.9,7.79,8.5,4.85,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03567,2.99,2.96,3.06,4.84,2.9,7.79,8.26,4.69,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03568,2.98,3.87,3.27,4.08,4.94,7.77,7.58,4.93,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03569,3.22,2.29,3.22,4.97,4.29,7.83,6.99,4.69,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03570,4.23,2.06,3.53,5.61,4.82,8.06,6.05,4.91,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03571,5.05,2.05,3.46,6.13,4.11,7.98,5.05,4.83,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03572,3.99,2.18,3.37,5.56,5.06,7.83,6.41,4.91,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03573,3.33,3.34,1.31,4.64,2.9,2.17,8.27,3.71,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03574,3.1,3.87,1.3,4.35,3.04,2.22,8.29,3.74,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03575,3.0,4.03,1.28,4.12,2.9,2.17,8.26,3.68,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03576,3.0,3.34,1.18,4.81,2.9,2.19,8.42,3.69,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03577,3.06,2.94,1.11,4.97,2.9,2.18,8.39,3.65,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03578,3.16,3.11,1.13,5.03,2.9,2.2,8.48,3.72,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03579,3.29,3.09,1.1,5.0,2.9,2.17,8.62,3.74,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03580,3.24,3.72,1.36,5.16,4.59,2.18,7.73,4.0,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03581,3.05,3.41,1.36,4.39,4.76,2.17,7.9,3.86,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03582,4.12,2.18,1.4,4.88,3.95,2.21,7.15,3.7,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03583,3.84,2.96,1.37,5.08,3.86,2.3,7.47,3.84,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03584,4.7,2.4,1.45,4.53,4.25,2.3,7.0,3.8,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03585,4.62,2.29,1.46,5.45,4.33,2.42,6.7,3.9,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03586,4.44,2.02,1.49,5.11,4.66,2.32,6.47,3.79,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03587,4.5,1.98,1.45,5.21,4.54,2.3,6.66,3.81,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03588,2.9,3.19,1.9,6.36,4.57,1.96,7.19,4.01,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03589,3.08,3.2,1.23,5.55,2.9,2.19,8.03,3.74,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03590,3.31,3.73,1.29,4.85,2.9,2.14,8.65,3.84,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03591,2.93,3.61,1.23,4.84,2.9,2.15,8.59,3.75,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03592,3.18,2.92,1.2,4.77,2.9,2.17,8.18,3.62,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03593,3.23,2.91,1.1,5.17,2.9,2.18,8.38,3.7,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03594,3.17,3.04,1.08,5.08,2.9,2.16,8.44,3.7,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03595,3.01,3.21,0.95,5.1,2.9,2.18,8.72,3.72,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03596,3.25,3.07,1.04,5.07,2.9,2.17,8.83,3.76,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_03597,3.0,3.06,1.07,5.07,2.9,2.17,8.6,3.7,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
